invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
715,64,10,5,12,0,0.45454545454545453,0.22727272727272727,801,0.02746566791510612
