invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
36058,11093,50,1,54,0,0.5192307692307693,0.009615384615384616,47255,0.002200825309491059
