mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3080,4126,20247,19802,413,0,0.4274215931168471,0.057313349986122676,47255,0.15249179980954397
