mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8234,11304,1232,5528,22190,0,0.42143515201146486,0.06305660763640086,47256,0.4134501438970713
