matches,mismatches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8470,6734,7229,21464,934,0,0.4429097605893186,0.06143120231518021,43897,0.34635624302344126
