mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10101,1837,19297,79207,19873,0,0.343594802367508,0.062487244030206134,128478,0.22881738507760083
