missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10931,31183,795,988,120,0,0.44587773415591697,0.06730229949523275,43897,0.04061780987311206
