matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
445,142,207,6,22,0,0.24190800681431004,0.03747870528109029,800,0.73375
