missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
770,3256,1376,136,39,0,0.2970639032815199,0.02936096718480138,5441,0.8513140966734056
