missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12412,13323,17095,1839,1067,0,0.43799723847721744,0.060457623775396145,43897,0.6929402920472926
