missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
75554,102371,8073,37348,22613,0,0.26730795382159905,0.057780258948317696,237886,0.5873359508335926
