matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
508,156,136,18,1,0,0.23493975903614459,0.02710843373493976,801,0.8289637952559301
