matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
112147,4676,42784,8930,78279,0,0.2761487371797768,0.05763856168229728,237886,0.6512825471023936
