mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13216,1707,17397,2277,14365,0,0.43171201777022833,0.055760624571260575,47255,0.6478256269177864
