matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
68462,37040,5806,19870,3106,0,0.351083391784042,0.05503213209228261,128478,0.8211678263982939
