matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
78328,23197,8023,2727,5073,0,0.228485594681113,0.04996798818025117,112275,0.9042529503451348
