invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
7244,156566,56704,10646,17372,0,0.2658789328081774,0.049917944389740704,237886,0.8965218634135679
