mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1061,1601,574,70,2205,0,0.398572501878287,0.02629601803155522,5441,0.4892482999448631
