matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
62451,19598,4508,23266,6960,0,0.2388572682177723,0.0549427780960158,112275,0.7307860164773993
