matches,mismatches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
40084,11932,28591,31668,2919,0,0.22939095662872963,0.05611734850815134,112275,0.4632910264974393
