matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
148813,26965,56022,10714,6086,0,0.2734981814631289,0.05230551419435155,237886,0.8610637027820048
