missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
26862,3842,5889,597,10663,0,0.39482067618949745,0.06135032370773816,47256,0.20592094125613677
