matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
583,212,20,1,5,0,0.26666666666666666,0.025157232704402517,801,0.9925093632958801
