matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
75875,4991,22879,10264,3257,0,0.23167669157705004,0.050539724973165646,112275,0.8795724782899131
