mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11462,10289,14143,1336,8003,0,0.44764694395625854,0.052177309119312634,43897,0.5832972640499351
