missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17000,42635,13771,2951,38869,0,0.2441406942523845,0.05231712938339893,112275,0.5023914495657983
