missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17762,14053,11570,3871,1404,0,0.4515474378488077,0.0547945205479452,47256,0.5422168613509396
