mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1551,3120,237,534,126,0,0.33204881181759793,0.02697495183044316,5442,0.8583241455347299
