invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
31128,15639,316,21,172,0,0.3524590163934426,0.0430327868852459,47255,0.010326949529150354
