matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
29257,2117,10820,34732,163077,0,0.2699802879457045,0.052823315118397086,237886,0.16847145271264388
