mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
60668,126526,1521,1558,659,0,0.32409158413197003,0.008125260425013622,189411,0.9882952943598841
