mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1270,2864,114,300,1007,0,0.30720851475568456,0.027576197387518143,5441,0.7597868038963426
