matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
59815,32331,7304,5285,29028,0,0.35086710220736655,0.0573546328652356,128478,0.7172122853718146
