mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2488,3062,305,24888,13460,0,0.44828828828828826,0.054954954954954956,43898,0.12642945008884232
