matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3234,696,1455,146,56,0,0.3103007037747921,0.031136702921731714,5441,0.8617901121117442
