mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17253,52905,6877,4130,35240,0,0.24591636021551355,0.05886712848142763,112275,0.6248764195056781
