mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15153,44353,49807,3761,2962,0,0.23326662561576356,0.05789716748768473,112275,0.5785793809841906
