missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10863,14417,20336,1640,2035,0,0.414841884153886,0.05855609587661497,47256,0.7354198408667683
