label,x
Homo_sapiens,15203.64933458312
Pan_troglodytes,16808.839886617712
Pan_paniscus,3129.623438667243
Pan_troglodytes_ellioti,24728.62369215306
Pan_troglodytes_schweinfurthii,16936.588722051012
Pan_troglodytes_troglodytes,27317.82266564111
Pan_troglodytes_verus,31220.55451838037
Pan_troglodytes,38679.79956380694
Gorilla_gorilla,33686.77969541488
