,ID,Genus,Species,FROH,Sex,Reference,Name,Population
0,PD_0001,Cheracebus,lugens,0.02829385,F,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
1,PD_0005,Alouatta,macconnelli,0.06254126,M,Atele_fusciceps,Alouatta_macconnelli,Alouatta_macconnelli
2,PD_0006,Chiropotes,israelita,0.03880299,F,Pithecia_pithecia,Chiropotes_israelita,Chiropotes_israelita
3,PD_0011,Sapajus,macrocephalus,0.2827679,F,Cebus_albifrons,Sapajus_macrocephalus,Sapajus_macrocephalus
4,PD_0012,Saimiri,ustus,0.04070355,F,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
5,PD_0013,Cebus,unicolor,0.0088365,F,Cebus_albifrons,Cebus_unicolor,Cebus_unicolor
6,PD_0014,Plecturocebus,cupreus,0.02564819,F,Pithecia_pithecia,Plecturocebus_cupreus,Plecturocebus_cupreus
7,PD_0020,Cacajao,calvus,0.07547476,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
8,PD_0021,Cacajao,calvus,0.38788293,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
9,PD_0023,Cacajao,calvus,0.02535423,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
10,PD_0024,Cacajao,calvus,0.07723853,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
11,PD_0025,Alouatta,seniculus,0.04502374,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
12,PD_0026,Alouatta,puruensis,0.13566757,F,Atele_fusciceps,Alouatta_puruensis,Alouatta_puruensis
13,PD_0032,Cercopithecus,ascanius,0.02506197,F,Cercopithecus_mitis,Cercopithecus_ascanius,Cercopithecus_ascanius
14,PD_0066,Cercopithecus,ascanius,0.02506197,F,Cercopithecus_mitis,Cercopithecus_ascanius,Cercopithecus_ascanius
15,PD_0071,Macaca,arctoides,0.20145555,M,Macaca_mulatta,Macaca_arctoides,Macaca_arctoides
16,PD_0072,Alouatta,seniculus,0.02631355,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
17,PD_0074,Ateles,chamek,0.05441611,M,Atele_fusciceps,Ateles_chamek,Ateles_chamek
18,PD_0075,Ateles,paniscus,0.06865375,M,Atele_fusciceps,Ateles_paniscus,Ateles_paniscus
19,PD_0077,Cebus,unicolor,0.00403557,M,Cebus_albifrons,Cebus_unicolor,Cebus_unicolor
20,PD_0080,Chiropotes,albinasus,0.12272916,F,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
21,PD_0081,Chiropotes,sagulatus,0.05827798,M,Pithecia_pithecia,Chiropotes_sagulatus,Chiropotes_sagulatus
22,PD_0082,Chiropotes,sagulatus,0.0332912,F,Pithecia_pithecia,Chiropotes_sagulatus,Chiropotes_sagulatus
23,PD_0088,Cacajao,calvus,0.03578988,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
24,PD_0089,Alouatta,macconnelli,0.02109556,F,Atele_fusciceps,Alouatta_macconnelli,Alouatta_macconnelli
25,PD_0097,Macaca,leonina,0.20991439,M,Macaca_mulatta,Macaca_leonina,Macaca_leonina
26,PD_0102,Semnopithecus,entellus,0.04758989,F,Rhinopithecus_roxellana,Semnopithecus_entellus,Semnopithecus_entellus
27,PD_0110,Nycticebus,pygmaeus,0.2283486,F,Nycticebus_pygmaeus,Nycticebus_pygmaeus,Nycticebus_pygmaeus
28,PD_0111,Nycticebus,pygmaeus,0.29171198,M,Nycticebus_pygmaeus,Nycticebus_pygmaeus,Nycticebus_pygmaeus
29,PD_0130,Cacajao,calvus,0.34584635,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
30,PD_0132,Cacajao,calvus,0.02902875,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
31,PD_0133,Cacajao,calvus,0.03571639,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
32,PD_0134,Alouatta,seniculus,0.03011522,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
33,PD_0135,Alouatta,macconnelli,0.04070027,F,Atele_fusciceps,Alouatta_macconnelli,Alouatta_macconnelli
34,PD_0136,Alouatta,seniculus,0.03302238,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
35,PD_0137,Alouatta,puruensis,0.11591378,M,Atele_fusciceps,Alouatta_puruensis,Alouatta_puruensis
36,PD_0139,Ateles,chamek,0.0187102,F,Atele_fusciceps,Ateles_chamek,Ateles_chamek
37,PD_0140,Ateles,chamek,0.01498307,F,Atele_fusciceps,Ateles_chamek,Ateles_chamek
38,PD_0142,Chiropotes,albinasus,0.06966901,M,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
39,PD_0179,Gorilla,beringei,0.45289566,F,Gorilla_gorilla_gorilla,Gorilla_beringei,Gorilla_beringei
40,PD_0180,Gorilla,gorilla,0.02580565,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
41,PD_0181,Gorilla,gorilla,0.00849382,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
42,PD_0182,Gorilla,gorilla,0.08830979,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
43,PD_0183,Gorilla,gorilla,0.02061859,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
44,PD_0184,Gorilla,gorilla,0.00324192,M,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
45,PD_0185,Gorilla,gorilla,0.00959607,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
46,PD_0186,Gorilla,gorilla,0.01147638,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
47,PD_0187,Gorilla,gorilla,0.00110225,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
48,PD_0188,Gorilla,gorilla,0.01906247,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
49,PD_0189,Gorilla,gorilla,0.00680802,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
50,PD_0190,Gorilla,gorilla,0.01186541,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
51,PD_0191,Gorilla,gorilla,0.02658371,M,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
52,PD_0192,Gorilla,gorilla,0.01290283,M,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
53,PD_0193,Gorilla,gorilla,0.05115743,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
54,PD_0194,Gorilla,gorilla,0.01802505,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
55,PD_0195,Gorilla,gorilla,0.01711732,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
56,PD_0196,Gorilla,gorilla,0.03002014,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
57,PD_0197,Gorilla,gorilla,0.01899763,M,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
58,PD_0198,Gorilla,gorilla,0.02353631,M,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
59,PD_0199,Papio,anubis,0.08056994,F,Papio_anubis,Papio_anubis,Papio_anubis
60,PD_0200,Papio,anubis,0.04785733,F,Papio_anubis,Papio_anubis,Papio_anubis
61,PD_0201,Papio,anubis,0.0286067,M,Papio_anubis,Papio_anubis,Papio_anubis
62,PD_0202,Papio,anubis,0.03365495,M,Papio_anubis,Papio_anubis,Papio_anubis
63,PD_0203,Papio,anubis,0.04772271,F,Papio_anubis,Papio_anubis,Papio_anubis
64,PD_0204,Papio,anubis,0.1361006,M,Papio_anubis,Papio_anubis,Papio_anubis
65,PD_0205,Papio,anubis,0.11530184,F,Papio_anubis,Papio_anubis,Papio_anubis
66,PD_0206,Papio,anubis,0.11005167,F,Papio_anubis,Papio_anubis,Papio_anubis
67,PD_0207,Papio,anubis,0.1115998,M,Papio_anubis,Papio_anubis,Papio_anubis
68,PD_0208,Papio,anubis,0.10298413,F,Papio_anubis,Papio_anubis,Papio_anubis
69,PD_0209,Papio,anubis,0.21788212,F,Papio_anubis,Papio_anubis,Papio_anubis
70,PD_0210,Papio,anubis,0.14505281,F,Papio_anubis,Papio_anubis,Papio_anubis
71,PD_0211,Papio,anubis,0.1340813,F,Papio_anubis,Papio_anubis,Papio_anubis
72,PD_0212,Papio,anubis,0.07424281,F,Papio_anubis,Papio_anubis,Papio_anubis
73,PD_0213,Papio,cynocephalus,0.06212703,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
74,PD_0214,Papio,cynocephalus,0.03991477,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
75,PD_0215,Papio,cynocephalus,0.03695313,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
76,PD_0216,Papio,cynocephalus,0.01278888,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
77,PD_0217,Papio,cynocephalus,0.01622168,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
78,PD_0218,Papio,anubis,0.10089753,M,Papio_anubis,Papio_anubis,Papio_anubis
79,PD_0219,Papio,anubis,0.08124304,F,Papio_anubis,Papio_anubis,Papio_anubis
80,PD_0220,Papio,anubis,0.11106132,M,Papio_anubis,Papio_anubis,Papio_anubis
81,PD_0221,Papio,anubis,0.08184883,F,Papio_anubis,Papio_anubis,Papio_anubis
82,PD_0222,Papio,anubis,0.07424281,F,Papio_anubis,Papio_anubis,Papio_anubis
83,PD_0223,Papio,cynocephalus,0.0755217,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
84,PD_0224,Papio,cynocephalus,0.03109717,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
85,PD_0225,Papio,cynocephalus,0.05283826,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
86,PD_0226,Papio,cynocephalus,0.06845416,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
87,PD_0227,Papio,cynocephalus,0.02463542,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
88,PD_0228,Papio,cynocephalus,0.04200137,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
89,PD_0229,Papio,cynocephalus,0.15784169,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
90,PD_0230,Papio,cynocephalus,0.05115552,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
91,PD_0231,Papio,cynocephalus,0.04348219,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
92,PD_0232,Papio,cynocephalus,0.04785733,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
93,PD_0233,Papio,cynocephalus,0.01083689,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
94,PD_0234,Papio,cynocephalus,0.0326453,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
95,PD_0235,Papio,cynocephalus,0.03803009,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
96,PD_0236,Papio,cynocephalus,0.0625982,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
97,PD_0237,Papio,cynocephalus,0.03634734,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
98,PD_0238,Papio,anubis,0.10379185,F,Papio_anubis,Papio_anubis,Papio_anubis
99,PD_0239,Papio,anubis,0.05835768,F,Papio_anubis,Papio_anubis,Papio_anubis
100,PD_0240,Papio,anubis,0.06037697,F,Papio_anubis,Papio_anubis,Papio_anubis
101,PD_0241,Papio,anubis,0.08393543,F,Papio_anubis,Papio_anubis,Papio_anubis
102,PD_0242,Papio,anubis,0.07491591,M,Papio_anubis,Papio_anubis,Papio_anubis
103,PD_0243,Papio,anubis,0.16363034,F,Papio_anubis,Papio_anubis,Papio_anubis
104,PD_0244,Papio,anubis,0.10244565,F,Papio_anubis,Papio_anubis,Papio_anubis
105,PD_0257,Pan,troglodytes,0.02056857,M,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes_pd
106,PD_0258,Pan,troglodytes,0.02030402,F,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes_pd
107,PD_0259,Pan,troglodytes,0.034788,F,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes_pd
108,PD_0260,Gorilla,gorilla,0.00680802,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
109,PD_0261,Macaca,mulatta,0.00487229,M,Macaca_mulatta,Macaca_mulatta,Macaca_mulatta
110,PD_0262,Pongo,pygmaeus,0.11510469,F,Pongo_abelii,Pongo_pygmaeus,
111,PD_0263,Pongo,abelii,0.0389555,F,Pongo_abelii,Pongo_abelii,
112,PD_0264,Gorilla,gorilla,0.01361605,F,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla,Gorilla_gorilla_gorilla_pd
113,PD_0265,Papio,anubis,0.08116629,F,Papio_anubis,Papio_anubis,Papio_anubis
114,PD_0266,Papio,anubis,0.07001522,M,Papio_anubis,Papio_anubis,Papio_anubis
115,PD_0267,Papio,anubis,0.13617825,M,Papio_anubis,Papio_anubis,Papio_anubis
116,PD_0268,Papio,cynocephalus,0.0327774,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
117,PD_0269,Papio,cynocephalus,0.04683451,M,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
118,PD_0270,Papio,cynocephalus,0.02047742,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
119,PD_0271,Papio,cynocephalus,0.03358838,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
120,PD_0272,Papio,cynocephalus,0.01047525,F,Papio_anubis,Papio_cynocephalus,Papio_cynocephalus
121,PD_0286,Aotus,vociferans,0.00859638,M,Aotus_nancymaae,Aotus_vociferans,Aotus_vociferans
122,PD_0288,Cheracebus,lucifer,0.0,F,Pithecia_pithecia,Cheracebus_lucifer,Cheracebus_lucifer
123,PD_0289,Cacajao,calvus,0.03005762,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
124,PD_0290,Cacajao,calvus,0.08370569,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
125,PD_0291,Cacajao,calvus,0.0387295,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
126,PD_0292,Cacajao,calvus,0.11721737,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
127,PD_0297,Alouatta,seniculus,0.05590697,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
128,PD_0298,Alouatta,seniculus,0.03384235,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
129,PD_0300,Ateles,chamek,0.02079739,M,Atele_fusciceps,Ateles_chamek,Ateles_chamek
130,PD_0301,Ateles,chamek,0.01789023,M,Atele_fusciceps,Ateles_chamek,Ateles_chamek
131,PD_0302,Ateles,chamek,0.04584371,M,Atele_fusciceps,Ateles_chamek,Ateles_chamek
132,PD_0303,Ateles,chamek,0.02579175,M,Atele_fusciceps,Ateles_chamek,Ateles_chamek
133,PD_0304,Ateles,paniscus,0.03414052,M,Atele_fusciceps,Ateles_paniscus,Ateles_paniscus
134,PD_0305,Ateles,chamek,0.0,F,Atele_fusciceps,Ateles_chamek,Ateles_chamek
135,PD_0306,Cacajao,calvus,0.08061909,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
136,PD_0307,Cacajao,calvus,0.10259276,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
137,PD_0308,Cacajao,calvus,0.07878183,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
138,PD_0310,Cebus,unicolor,0.04654816,F,Cebus_albifrons,Cebus_unicolor,Cebus_unicolor
139,PD_0311,Cebus,unicolor,0.0434867,F,Cebus_albifrons,Cebus_unicolor,Cebus_unicolor
140,PD_0312,Cheracebus,lucifer,0.05452996,F,Pithecia_pithecia,Cheracebus_lucifer,Cheracebus_lucifer
141,PD_0313,Cheracebus,lucifer,0.01785819,F,Pithecia_pithecia,Cheracebus_lucifer,Cheracebus_lucifer
142,PD_0314,Cheracebus,lucifer,0.03005762,M,Pithecia_pithecia,Cheracebus_lucifer,Cheracebus_lucifer
143,PD_0315,Cheracebus,lugens,0.02300253,M,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
144,PD_0316,Cheracebus,lugens,0.02307602,M,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
145,PD_0317,Cheracebus,lugens,0.02190017,F,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
146,PD_0318,Cheracebus,lugens,0.20856608,M,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
147,PD_0319,Cheracebus,lugens,0.00213122,F,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
148,PD_0320,Cheracebus,lugens,0.0526927,F,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
149,PD_0321,Cheracebus,lugens,0.00117585,M,Pithecia_pithecia,Cheracebus_lugens,Cheracebus_lugens
150,PD_0323,Chiropotes,albinasus,0.06312835,M,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
151,PD_0324,Chiropotes,albinasus,0.12735906,F,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
152,PD_0325,Chiropotes,albinasus,0.03196837,M,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
153,PD_0326,Chiropotes,israelita,0.01616791,F,Pithecia_pithecia,Chiropotes_israelita,Chiropotes_israelita
154,PD_0327,Chiropotes,israelita,0.13742726,M,Pithecia_pithecia,Chiropotes_israelita,Chiropotes_israelita
155,PD_0328,Chiropotes,israelita,0.0859839,F,Pithecia_pithecia,Chiropotes_israelita,Chiropotes_israelita
156,PD_0329,Chiropotes,sagulatus,0.03975837,F,Pithecia_pithecia,Chiropotes_sagulatus,Chiropotes_sagulatus
157,PD_0330,Chiropotes,sagulatus,0.09517021,F,Pithecia_pithecia,Chiropotes_sagulatus,Chiropotes_sagulatus
158,PD_0338,Plecturocebus,cupreus,0.09928568,M,Pithecia_pithecia,Plecturocebus_cupreus,Plecturocebus_cupreus
159,PD_0339,Plecturocebus,cupreus,0.077459,M,Pithecia_pithecia,Plecturocebus_cupreus,Plecturocebus_cupreus
160,PD_0340,Plecturocebus,cupreus,0.02447234,M,Pithecia_pithecia,Plecturocebus_cupreus,Plecturocebus_cupreus
161,PD_0341,Plecturocebus,cupreus,0.16880771,F,Pithecia_pithecia,Plecturocebus_cupreus,Plecturocebus_cupreus
162,PD_0345,Chiropotes,albinasus,0.03608384,F,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
163,PD_0353,Saimiri,cassiquiarensis,0.2798456,F,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
164,PD_0354,Saimiri,cassiquiarensis,0.0356243,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
165,PD_0355,Saimiri,cassiquiarensis,0.09434874,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
166,PD_0356,Saimiri,cassiquiarensis,0.04940089,F,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
167,PD_0357,Saimiri,cassiquiarensis,0.0715965,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
168,PD_0358,Saimiri,cassiquiarensis,0.07834563,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
169,PD_0359,Saimiri,cassiquiarensis,0.03708546,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
170,PD_0360,Saimiri,cassiquiarensis,0.0594898,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
171,PD_0363,Saimiri,ustus,0.04752226,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
172,PD_0366,Saimiri,ustus,0.01036723,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
173,PD_0367,Saimiri,ustus,0.02170856,F,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
174,PD_0368,Saimiri,ustus,0.07980679,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
175,PD_0369,Saimiri,ustus,0.01593353,F,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
176,PD_0370,Saimiri,ustus,0.02435255,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
177,PD_0371,Saimiri,ustus,0.00382683,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
178,PD_0373,Saimiri,cassiquiarensis,0.01363743,M,Cebus_albifrons,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis
179,PD_0374,Saimiri,ustus,0.0130808,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
180,PD_0375,Saimiri,ustus,0.03576346,M,Cebus_albifrons,Saimiri_ustus,Saimiri_ustus
181,PD_0378,Sapajus,macrocephalus,0.05715436,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
182,PD_0379,Sapajus,macrocephalus,0.01215435,F,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
183,PD_0381,Sapajus,macrocephalus,0.06069938,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
184,PD_0382,Sapajus,macrocephalus,0.2527091,F,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
185,PD_0383,Sapajus,macrocephalus,0.017291,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
186,PD_0384,Sapajus,macrocephalus,0.08486338,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
187,PD_0385,Sapajus,macrocephalus,0.02177654,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
188,PD_0386,Sapajus,macrocephalus,0.04326368,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
189,PD_0387,Sapajus,macrocephalus,0.02922831,F,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
190,PD_0388,Sapajus,macrocephalus,0.11235535,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
191,PD_0389,Sapajus,macrocephalus,0.02604503,M,Sapajus_apella,Sapajus_macrocephalus,Sapajus_macrocephalus
192,PD_0390,Papio,papio,0.18550606,F,Papio_anubis,Papio_papio,Papio_papio
193,PD_0391,Papio,papio,0.28842288,F,Papio_anubis,Papio_papio,Papio_papio
194,PD_0392,Papio,papio,0.14444703,F,Papio_anubis,Papio_papio,Papio_papio
195,PD_0393,Papio,papio,0.15737052,F,Papio_anubis,Papio_papio,Papio_papio
196,PD_0394,Papio,papio,0.13865837,F,Papio_anubis,Papio_papio,Papio_papio
197,PD_0395,Papio,papio,0.15952444,M,Papio_anubis,Papio_papio,Papio_papio
198,PD_0396,Papio,papio,0.1374468,M,Papio_anubis,Papio_papio,Papio_papio
199,PD_0397,Papio,papio,0.17588074,M,Papio_anubis,Papio_papio,Papio_papio
200,PD_0398,Papio,papio,0.15683204,M,Papio_anubis,Papio_papio,Papio_papio
201,PD_0399,Papio,papio,0.21936293,M,Papio_anubis,Papio_papio,Papio_papio
202,PD_0400,Papio,papio,0.12782148,M,Papio_anubis,Papio_papio,Papio_papio
203,PD_0401,Papio,papio,0.17776542,M,Papio_anubis,Papio_papio,Papio_papio
204,PD_0406,Cercopithecus,ascanius,0.00565684,M,Cercopithecus_mitis,Cercopithecus_ascanius,Cercopithecus_ascanius
205,PD_0409,Chiropotes,albinasus,0.03909695,F,Pithecia_pithecia,Chiropotes_albinasus,Chiropotes_albinasus
206,PD_0410,Cercopithecus,ascanius,0.0139631,F,Cercopithecus_mitis,Cercopithecus_ascanius,Cercopithecus_ascanius
207,PD_0412,Alouatta,seniculus,0.01967925,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
208,PD_0413,Alouatta,seniculus,0.01386493,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
209,PD_0414,Alouatta,seniculus,0.0808042,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
210,PD_0416,Alouatta,macconnelli,0.01520669,F,Atele_fusciceps,Alouatta_macconnelli,Alouatta_macconnelli
211,PD_0417,Alouatta,macconnelli,0.05680148,M,Atele_fusciceps,Alouatta_macconnelli,Alouatta_macconnelli
212,PD_0418,Alouatta,seniculus,0.02772986,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
213,PD_0419,Alouatta,puruensis,0.14535811,M,Atele_fusciceps,Alouatta_puruensis,Alouatta_puruensis
214,PD_0422,Alouatta,seniculus,0.02430089,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
215,PD_0423,Alouatta,seniculus,0.016623,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
216,PD_0424,Alouatta,seniculus,0.02035014,M,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
217,PD_0425,Alouatta,seniculus,0.02146827,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
218,PD_0426,Alouatta,puruensis,0.01289587,M,Atele_fusciceps,Alouatta_puruensis,Alouatta_puruensis
219,PD_0427,Pan,troglodytes,0.31415022,M,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes_pd
220,PD_0428,Alouatta,seniculus,0.05478883,F,Atele_fusciceps,Alouatta_seniculus,Alouatta_seniculus
221,PD_0429,Alouatta,puruensis,0.0,M,Atele_fusciceps,Alouatta_puruensis,Alouatta_puruensis
222,PD_0430,Alouatta,puruensis,0.08445679,F,Atele_fusciceps,Alouatta_puruensis,Alouatta_puruensis
223,PD_0431,Ateles,chamek,0.02713351,F,Atele_fusciceps,Ateles_chamek,Ateles_chamek
224,PD_0432,Ateles,chamek,0.02444998,F,Atele_fusciceps,Ateles_chamek,Ateles_chamek
225,PD_0433,Ateles,chamek,0.03145699,F,Atele_fusciceps,Ateles_chamek,Ateles_chamek
226,PD_0434,Cacajao,calvus,0.13037217,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
227,PD_0435,Cacajao,calvus,0.06944853,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
228,PD_0436,Cacajao,calvus,0.3664237,F,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
229,PD_0437,Cacajao,calvus,0.07150627,M,Pithecia_pithecia,Cacajao_calvus,Cacajao_calvus
230,PD_0533,Macaca,arctoides,0.00385723,F,Macaca_mulatta,Macaca_arctoides,Macaca_arctoides
231,PD_0534,Macaca,arctoides,0.09514495,M,Macaca_mulatta,Macaca_arctoides,Macaca_arctoides
232,PD_0535,Macaca,arctoides,0.32014989,F,Macaca_mulatta,Macaca_arctoides,Macaca_arctoides
233,PD_0536,Macaca,arctoides,0.15070256,M,Macaca_mulatta,Macaca_arctoides,Macaca_arctoides
234,PD_0538,Macaca,fascicularis,0.05440721,M,Macaca_mulatta,Macaca_fascicularis,Macaca_fascicularis
235,PD_0539,Macaca,fascicularis,0.05359516,M,Macaca_mulatta,Macaca_fascicularis,Macaca_fascicularis
