,match,mismatch,mismatch_fraction,no_data
Pygathrix_cinerea,109763.0,47.0,0.00042801202076313635,
Trachypithecus_francoisi,102656.0,1976.0,0.018885235874302318,5178.0
Colobus_guereza,98934.0,2204.0,0.021792006960786252,8672.0
