,match,mismatch,mismatch_fraction,no_data
Rhinopithecus_brelichi,244425.0,46.0,0.00018816137701404257,
Trachypithecus_francoisi,233080.0,3258.0,0.013785341333175367,8133.0
Colobus_guereza,222854.0,4404.0,0.01937885574985259,17213.0
