,match,mismatch,mismatch_fraction,no_data
Rhinopithecus_roxellana,67721.0,3.0,4.4297442560982815e-05,
Trachypithecus_francoisi,63347.0,1170.0,0.01813475518080506,3207.0
Colobus_guereza,60445.0,1439.0,0.023253183375347423,5840.0
