,match,mismatch,mismatch_fraction,no_data
Rhinopithecus_roxellana,81971.0,23.0,0.00028050832987779593,
Trachypithecus_francoisi,76212.0,1483.0,0.019087457365338824,4299.0
Colobus_guereza,72447.0,1773.0,0.02388843977364592,7774.0
