,match,mismatch,mismatch_fraction,no_data
Macaca_nemestrina,144122.0,21.0,0.00014568865640371021,
Macaca_mulatta,141676.0,1049.0,0.007349798563671396,1418.0
Papio_anubis,131668.0,2865.0,0.02129589022767648,9610.0
