,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,36294040,116262,3739,[6.63131649e-05 1.27034294e-05 1.48257888e-05],"{'K0': 3.5469007485622584e-06, 'K1': 6.276626414026045e-05, 'K2': 3.6371240172775694e-06, 'K3': 5.519404626514057e-06, 'K4': 7.641763990518652e-06, 'k': 2.7561174551386607}"
