,match,mismatch,mismatch_fraction,no_data
Macaca_leonina,444476.0,386.0,0.0008676848101208915,
Macaca_mulatta,435897.0,4174.0,0.009484833129199606,4791.0
Papio_anubis,406101.0,8898.0,0.021441015520519326,29863.0
