,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,18468359,264030,18252,[1.03400366e-04 3.19890799e-05 4.18887109e-05],"{'K0': 2.4110178490857827e-05, 'K1': 7.929018775672745e-05, 'K2': 1.0199266361949694e-06, 'K3': 6.858974766880853e-06, 'K4': 1.6758605775160832e-05, 'k': 3.3373438223044896}"
