,match,mismatch,mismatch_fraction,no_data
Macaca_nemestrina,170133.0,51.0,0.0002996756451840361,
Macaca_mulatta,166576.0,1572.0,0.00934890691533649,2036.0
Papio_anubis,154305.0,3469.0,0.021987146171105504,12410.0
