,match,mismatch,mismatch_fraction,no_data
Macaca_nemestrina,270660.0,94.0,0.0003471786197064494,
Macaca_mulatta,266494.0,1976.0,0.007360226468506723,2284.0
Papio_anubis,248209.0,5223.0,0.020609078569399288,17322.0
