,match,no_data,mismatch,mismatch_fraction
Macaca_mulatta,182375.0,1665.0,1102.0,0.006006202412291459
Macaca_nemestrina,185106.0,,36.0,0.0001944453446543734
Papio_anubis,169902.0,12110.0,3130.0,0.018089139581117943
