all
103859.5644819258
179507.3524595948
110499.90651901696
84898.37060934461
70156.99991477691
59211.147503674605
50821.0364914015
44439.96156312063
39629.82558153141
35980.27306689846
32863.5762114681
29952.69362037444
27176.433014528044
24570.519398323784
22103.10679585919
19804.45529159675
17683.016676223622
15419.609656123648
13028.475188600907
11062.33236737909
4742.343587666364
