all
223833.13217949247
174094.32341590725
109236.30525270541
78679.4147041545
60462.26257483422
48393.42002830022
39919.3862494642
33707.73442684943
29017.30802678914
25421.419747090436
22666.68883243164
20583.73363861684
19050.41800964398
17898.94991619178
16939.537942706607
16004.540228919375
14973.970527878964
13806.401831579991
12538.992915754789
10985.97026470508
7044.089285926203
