all
116684.8084643596
196400.0049510896
127820.16601940396
93659.9135644986
71866.19662421495
56813.760206562605
45920.78228646497
37964.394053100455
32149.117138503338
27840.268360568178
24649.345381278417
22197.249473307653
20392.448703549577
19142.61125571069
18260.061093108976
17620.080002195726
16913.336322922656
15768.627852051059
14030.657418049952
11142.339819007064
4631.831009789238
