,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,8883558,274534,72914,[0.00030483 0.00015256 0.00015667],"{'K0': 0.00013440673417272985, 'K1': 0.00017042422712687289, 'K2': 1.2317301676243067e-06, 'K3': 1.6916981205599022e-05, 'K4': 2.102735072441336e-05, 'k': 2.7414512093411174}"
