all
104887.052257702
178346.8927749415
126125.98616284937
97373.42079893895
75630.44371962904
59847.17393035719
48628.070583559405
40452.793687415164
34370.911872832694
29762.384210864693
26347.166378452883
23856.674098341944
21990.19695234198
20513.02691217788
19290.31480100592
18451.50973399297
17925.60805839359
17276.524825348468
16073.716964439307
13902.801827332647
6352.329448798268
