all
129720.46386587042
298545.4722204937
149326.62713517193
89103.1792652965
56810.8033507642
38904.62178528704
28433.983659228536
21945.704545349192
17851.981023069933
15323.498397021176
13677.15330446119
12824.350952017108
12565.403670296337
12819.210980902117
13568.538875187327
14792.622846659464
15982.45136392308
15814.983147701558
12252.528570568122
5472.29410267912
936.126937979265
