,match,mismatch,mismatch_fraction,no_data
Pan_troglodytes,53896.0,353.0,0.006507032387693783,
Gorilla_gorilla,52765.0,650.0,0.012168866423289338,834.0
Pongo_abelii,48563.0,899.0,0.018175569123771784,4787.0
