,no_data,match,mismatch,mismatch_fraction
Homo_sapiens,11220.0,523082.0,9806.0,0.01840161534881626
Gorilla_gorilla,14716.0,518423.0,10969.0,0.02071999576873092
Pongo_abelii,53313.0,478834.0,11961.0,0.0243706639228191
