label,x
Homo_sapiens,0.3894891445989982
Pan_paniscus,0.42517147189934834
Pan_troglodytes_ellioti,0.39847333821568814
Pan_troglodytes_schweinfurthii,0.35060555121455816
Pan_troglodytes_troglodytes,0.3939510826592486
Pan_troglodytes_verus,0.4035114897110539
Pan_troglodytes,0.35058710162860124
Gorilla_gorilla,0.3916673869034065
Gorilla_beringei,0.408334803789858
Gorilla_beringei_beringei,0.35964938785115
Gorilla_beringei_graueri,0.3673738799862043
Gorilla_gorilla_gorilla,0.3680734246655988
Pongo_abelii,0.3254789790092812
Pongo_pygmaeus,0.36090552945784415
Macaca_cyclopis,0.2901359086134851
Macaca_fuscata,0.31907766605997706
Macaca_mulatta,0.27755042598795276
Macaca_hecki,0.3308124983512654
Macaca_leonina,0.305689376725975
Macaca_maura,0.3295403036423369
Macaca_nemestrina_nemestrina,0.28325599722441724
Macaca_nemestrina,0.28183227576831715
Macaca_nigra,0.33148794429364153
Macaca_radiata,0.326106523780435
Macaca_silenus,0.3849107114910785
Macaca_tonkeana,0.30960189139397853
Macaca_arctoides,0.30800269875203756
Macaca_assamensis,0.28169077725430947
Macaca_leucogenys,0.27288506229734494
Papio_anubis,0.30898960196393704
Papio_cynocephalus_anubishybrid,0.29760553678888146
Papio_cynocephalus_ssp,0.2958412950231895
Papio_cynocephalus,0.29568003812664967
Papio_hamadryas,0.29285048045852097
Papio_kindae,0.28416326166455025
Papio_ursinus,0.30583070861011874
Papio_ursinus_ssp,0.30455061951440093
Theropithecus_gelada,0.33265143533795516
Erythrocebus_patas,0.31252485909200955
Rhinopithecus_bieti,0.3977936804905101
Rhinopithecus_roxellana,0.35007077203053755
Semnopithecus_hypoleucos,0.3254676896584541
Trachypithecus_francoisi,0.3818202481488101
Trachypithecus_poliocephalus,0.40137237759922234
