label,x
Homo_sapiens,0.38807570760092835
Pan_paniscus,0.42520473809531234
Pan_troglodytes_ellioti,0.36712340884781525
Pan_troglodytes_schweinfurthii,0.35068846478138144
Pan_troglodytes_troglodytes,0.3604727952011348
Pan_troglodytes_verus,0.403302338386568
Pan_troglodytes,0.35610255775515437
Gorilla_gorilla,0.3949191935361007
Gorilla_beringei,0.3773849077117836
Gorilla_beringei_beringei,0.3593415668365464
Gorilla_beringei_graueri,0.42781262060137965
Gorilla_gorilla_gorilla,0.3698721999579304
Pongo_abelii,0.32511105398081835
Pongo_pygmaeus,0.3608151292819211
Macaca_cyclopis,0.286220636445243
Macaca_fuscata,0.3216649436407885
Macaca_mulatta,0.27755042598796303
Macaca_hecki,0.32766099868928755
Macaca_leonina,0.30437237616335555
Macaca_maura,0.3244927578938057
Macaca_nemestrina_nemestrina,0.28205886723421947
Macaca_nemestrina,0.2818386450522335
Macaca_nigra,0.32408596260894845
Macaca_radiata,0.3423834145727178
Macaca_silenus,0.3843937164198774
Macaca_tonkeana,0.3018993844129096
Macaca_arctoides,0.30751137757508806
Macaca_assamensis,0.2790716267712482
Macaca_leucogenys,0.2671700326257964
Papio_anubis,0.30080336453489753
Papio_cynocephalus_anubishybrid,0.29856120071326125
Papio_cynocephalus_ssp,0.2957654512016314
Papio_cynocephalus,0.29568264081894263
Papio_hamadryas,0.3181774800934233
Papio_kindae,0.28947068414824534
Papio_ursinus,0.29665249374504077
Papio_ursinus_ssp,0.30592876872677544
Theropithecus_gelada,0.332435723505619
Erythrocebus_patas,0.3095291573456677
Rhinopithecus_bieti,0.40077349982801047
Rhinopithecus_roxellana,0.34416429877280047
Semnopithecus_hypoleucos,0.31749141204134756
Trachypithecus_francoisi,0.37937164260213
Trachypithecus_poliocephalus,0.38853370409768334
