mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
31966,51236,2726,6280,30118,0,0.38419749525251795,0.032763635489531505,119600,0.6956688963210702
