invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35700,8854,1267,1435,145,0,0.4689119170984456,0.0536639526276832,47256,0.05717792449636025
