missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12570,23069,3798,4461,491,0,0.45986196876135127,0.05945029664608306,43898,0.18814068978085563
